Date,Open,High,Low,Close,Adj Close,Volume
2016-10-20,227500.000000,227500.000000,222500.000000,224500.000000,200169.609375,105751
2016-10-21,224000.000000,224500.000000,221000.000000,224000.000000,199723.796875,203477
2016-10-24,225000.000000,227500.000000,224500.000000,227500.000000,202844.468750,131533
2016-10-25,229000.000000,232500.000000,228500.000000,231500.000000,206410.984375,220427
2016-10-26,229500.000000,231500.000000,227500.000000,230000.000000,205073.515625,115210
2016-10-27,230000.000000,233000.000000,229000.000000,232500.000000,207302.593750,131271
2016-10-28,228500.000000,229500.000000,223500.000000,224500.000000,200169.609375,212018
2016-10-31,222500.000000,226500.000000,222000.000000,223500.000000,199277.984375,158045
2016-11-01,224500.000000,226500.000000,223500.000000,226000.000000,201507.031250,102735
2016-11-02,224000.000000,225000.000000,222500.000000,223500.000000,199277.984375,115327
2016-11-03,220500.000000,226000.000000,220500.000000,223500.000000,199277.984375,103634
2016-11-04,225000.000000,226000.000000,224000.000000,226000.000000,201507.031250,91272
2016-11-07,226500.000000,226500.000000,222500.000000,223500.000000,199277.984375,121110
2016-11-08,223500.000000,224500.000000,219500.000000,221000.000000,197048.937500,160984
2016-11-09,222000.000000,224000.000000,216000.000000,218500.000000,194819.859375,276342
2016-11-10,220000.000000,220500.000000,218000.000000,220000.000000,196157.281250,192123
2016-11-11,220000.000000,220500.000000,218000.000000,218500.000000,194819.859375,130077
2016-11-14,218500.000000,221000.000000,216500.000000,217000.000000,193482.437500,209839
2016-11-15,219000.000000,219000.000000,216000.000000,217500.000000,193928.250000,112722
2016-11-16,220000.000000,221500.000000,216500.000000,217000.000000,193482.437500,204417
2016-11-17,218000.000000,219000.000000,215500.000000,217000.000000,193482.437500,165007
2016-11-18,218000.000000,220500.000000,216500.000000,219500.000000,195711.484375,174596
2016-11-21,220500.000000,220500.000000,218500.000000,220000.000000,196157.281250,118193
2016-11-22,221000.000000,221000.000000,218500.000000,220000.000000,196157.281250,136995
2016-11-23,221000.000000,228000.000000,220500.000000,226000.000000,201507.031250,340500
2016-11-24,225500.000000,227500.000000,224500.000000,226500.000000,201952.828125,133408
2016-11-25,228000.000000,228500.000000,225500.000000,226000.000000,201507.031250,66358
2016-11-28,224500.000000,226000.000000,221500.000000,222500.000000,198386.343750,98961
